timestamp,activityType,from,id,to,txHash,quantity,token.erc1155TokenId,item,token.erc1155Image,price,seller,buyer,formatted_price,unitary_price
2024-08-09 11:46:27,Sale,0x23e8f8dc174048e4df0f844a7564f8a35b9afd37,19361309,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x36b7ce5f0b24964cbbf68c3cfa1a3ed2dc2e087531e30e62d79312fd4a2ae54a,1.0,268559120,Lv 2 Energy Slime,https://icons.lumiterra.net/item-icon-483.png,7.46e+18,Lunacian #2,Art1st,7.46,7.46
2024-08-09 11:46:27,Sale,0xd211315063a2b4d529070df7f8c6980f09d41175,19361308,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x36b7ce5f0b24964cbbf68c3cfa1a3ed2dc2e087531e30e62d79312fd4a2ae54a,1.0,268559120,Lv 2 Energy Slime,https://icons.lumiterra.net/item-icon-483.png,7.2e+18,Lunacian #0,Art1st,7.2,7.2
2024-08-09 11:46:27,Sale,0x4af21066bb1ebad65dbe0b311d54054d391f275c,19361307,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x36b7ce5f0b24964cbbf68c3cfa1a3ed2dc2e087531e30e62d79312fd4a2ae54a,1.0,268559120,Lv 2 Energy Slime,https://icons.lumiterra.net/item-icon-483.png,7e+18,Lunacian #0,Art1st,7.0,7.0
2024-08-09 11:46:27,Sale,0x310b03931871f37d2cdcdb02bf2068f2e4a08314,19361306,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x36b7ce5f0b24964cbbf68c3cfa1a3ed2dc2e087531e30e62d79312fd4a2ae54a,2.0,268559120,Lv 2 Energy Slime,https://icons.lumiterra.net/item-icon-483.png,1.396e+19,GUG,Art1st,13.96,6.98
2024-08-09 11:46:27,Sale,0x8272fc5f2bde652a37afcf6d3e3cd95af88ca385,19361305,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x36b7ce5f0b24964cbbf68c3cfa1a3ed2dc2e087531e30e62d79312fd4a2ae54a,2.0,268559120,Lv 2 Energy Slime,https://icons.lumiterra.net/item-icon-483.png,1.39e+19,jinmu,Art1st,13.9,6.95
2024-08-09 11:46:27,Sale,0x6d6e19b7b7d2f5e929dc7566ca35b59a93c4ed43,19361304,0x5c06e752c477d4d2f5bcafe6303b1146733e888e,0x36b7ce5f0b24964cbbf68c3cfa1a3ed2dc2e087531e30e62d79312fd4a2ae54a,1.0,268559120,Lv 2 Energy Slime,https://icons.lumiterra.net/item-icon-483.png,6.95e+18,Lunacian #5,Art1st,6.95,6.95
2024-08-09 11:45:57,Sale,0x3ade99ac360f8a08b9d87e818c3e6800e055e7d8,19360909,0x0f8d556a177c1119cedf1b2d291b4eb0978b59ab,0xc1f913177e6c8672b37b0738e46b865308dc26c961278424a59f7607187c519b,1.0,1103120,Lv 1 Agricultural Livestock Essence,https://icons.lumiterra.net/item-icon-213.png,3.949999e+18,Lunacian #0,Lunacian #5,3.949999,3.949999
2024-08-09 11:45:57,Sale,0xde18474e802d089e161df088c422f41814af9feb,19360908,0x0f8d556a177c1119cedf1b2d291b4eb0978b59ab,0xc1f913177e6c8672b37b0738e46b865308dc26c961278424a59f7607187c519b,2.0,1103120,Lv 1 Agricultural Livestock Essence,https://icons.lumiterra.net/item-icon-213.png,7.88e+18,stn,Lunacian #5,7.88,3.94
2024-08-09 11:45:57,Sale,0x355e053f992760886696e3dd689fc31742023404,19360907,0x0f8d556a177c1119cedf1b2d291b4eb0978b59ab,0xc1f913177e6c8672b37b0738e46b865308dc26c961278424a59f7607187c519b,1.0,1103120,Lv 1 Agricultural Livestock Essence,https://icons.lumiterra.net/item-icon-213.png,3.93e+18,MACHAIRA,Lunacian #5,3.93,3.93
2024-08-09 11:45:45,Sale,0x9f793658f3854dd79bb4257ff585bff3733c43dd,19360878,0xad69e1b5aac510e713d057b41b62c4779f3bd205,0x53b7db5c1b7a0ccb4166ba0063bd6a3fb3fc53b1fa565760fe94dfdb98482793,2.0,1086480,Carrot Seed,https://icons.lumiterra.net/item-icon-148.png,6e+17,JessDu,Lunacian #3,0.6,0.3
